ImplementationDir,Latency,Cost
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r1_o1,58204780,0.06918115744599013
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r1_o2,29102700,0.08294550576603912
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r1_o4,14551660,0.10912020268393273
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r1_o8,7276140,0.16359272941285408
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r1_o16,3638380,0.27488248445413166
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r1_o32,1819500,0.5076643223212314
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r2_o1,29303288,0.08019512913933229
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r2_o2,14651896,0.10518157324899745
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r2_o4,7326200,0.15253210675898027
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r2_o8,3663352,0.24767470849270964
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r2_o16,1831928,0.4421604127045181
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r4_o1,14852440,0.08910052549664864
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r4_o2,7426392,0.13113255568376891
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r4_o4,3713368,0.20535562731941506
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r4_o8,1856856,0.35619045647513015
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r8_o1,7626974,0.126362578441638
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r8_o2,3813598,0.212190538389213
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r8_o4,1906910,0.3652001419250522
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r16_o1,7526563,0.18191176339651405
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r16_o2,3763363,0.3158058253378066
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r16_o4,1881763,0.5649476328610807
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r32_o1,7526425,0.20040679691005833
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r32_o2,3763316,0.3529618396122259
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r32_o4,1881710,0.6313107677842598
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r64_o1,7526417,0.34879626364937927
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r64_o2,3763300,0.6325017940964877
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf10/r8_o8,953566,0.669334790869785
