ImplementationDir,Latency,Cost
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r1_o1,58606044,0.08555442923691689
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r1_o2,29303260,0.09779450783882157
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r1_o4,14651868,0.12210295709838949
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r1_o8,7326172,0.17270549305154892
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r1_o16,3663324,0.27622989098304024
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r1_o32,1831900,0.4798699035194564
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r2_o1,29704480,0.09330848754549793
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r2_o2,14852384,0.11209686251255423
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r2_o4,7426336,0.14827288163058888
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r2_o8,3713312,0.2281534250771061
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r2_o16,1856800,0.38467574488393136
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r4_o1,15253694,0.10829818595921392
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r4_o2,7626942,0.14345076874585977
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r4_o4,3813566,0.21513298128085134
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r4_o8,1906878,0.3632481337835047
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r8_o1,8028297,0.14106390812089095
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r8_o2,4014217,0.20589739103646243
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r8_o4,2007177,0.3397191816070831
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r16_o1,4415555,0.15743232294092926
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r16_o2,2207811,0.23417658094179825
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r32_o1,2609206,0.2752924644386036
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r32_o2,1304630,0.4504904828300959
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf8/r16_o4,1103939,0.38765325501634723
