ImplementationDir,Latency,Cost
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r1_o1,58807172,0.09331965724298566
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r1_o2,70748616,0.11084217026020185
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r1_o4,33768906,0.1429603348861394
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r1_o8,16483278,0.20746183872185536
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r1_o16,8141527,0.33850631005548787
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r2_o1,29905630,0.10500053867413153
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r2_o2,35424584,0.13723052492681154
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r2_o4,16909670,0.19149044454416592
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r2_o8,8254326,0.30046577504968264
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r4_o1,16157100,0.11759643157324899
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r4_o2,17762568,0.1740034706640739
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r4_o4,8480010,0.2678268015755995
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r8_o1,16156938,0.14681628006781064
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r8_o2,17762568,0.22981079182426223
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r16_o1,16156927,0.1887413500509292
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r16_o2,17762568,0.3061220226011639
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r32_o1,16156721,0.23564710344680215
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf11/r8_o4,8480010,0.37588514399071166
