ImplementationDir,Latency,Cost
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r1_o1,59810437,0.08756924856294207
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r1_o2,29905541,0.10040438400609726
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r1_o4,14953094,0.12648404723237244
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r1_o8,7476870,0.179846175146555
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r1_o16,3738759,0.28902044112514336
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r2_o1,32514503,0.09564130268322044
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r2_o2,16257479,0.11407522116802359
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r2_o4,8128967,0.15035815151968432
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r2_o8,4064711,0.22928143541964946
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r4_o1,18465057,0.10865711655305539
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r4_o2,9232673,0.14219441150073725
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r4_o4,4616481,0.2116255449067248
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r8_o1,12845269,0.13811740513993065
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r8_o2,6422741,0.19819510777044114
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r16_o1,5820543,0.18133950449102862
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r32_o1,40341655,0.40785364624512965
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf8/r16_o2,2910335,0.2800192631650177
