ImplementationDir,Latency,Cost
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r1_o1,59408644,0.06403045779287846
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r1_o2,29704452,0.07694468039261776
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r1_o4,14852356,0.10120237853566111
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r1_o8,7426308,0.14616181325726008
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r1_o16,3713284,0.23283557172468322
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r1_o32,1856772,0.42500033388892444
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r2_o1,30507188,0.07248276687964328
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r2_o2,15253684,0.09264353662271799
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r2_o4,7626932,0.13015008084563826
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r2_o8,3813556,0.20160467017116482
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r2_o16,1906868,0.3412712754022694
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r4_o1,16056438,0.08602864054675868
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r4_o2,8028278,0.12110725580699616
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r4_o4,4014198,0.188449491064242
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r4_o8,2007158,0.3195754624584197
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r8_o1,8831041,0.09107201049212557
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r8_o2,4415553,0.13315975561111468
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r8_o4,2207809,0.21452025058586377
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r16_o1,5218348,0.13530594909930124
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r16_o2,2609196,0.22421974610195808
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r16_o4,1304620,0.38871925105597943
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf5/r8_o8,1103937,0.36812718585949245
