ImplementationDir,Latency,Cost
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r1_o1,59810437,0.10400099098232793
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r1_o2,70848749,0.11912589215120628
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r1_o4,33818894,0.14816058365564744
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r1_o8,16508190,0.20812725708912966
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r1_o16,8153895,0.3301261743986438
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r2_o1,32514504,0.11207558265843252
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r2_o2,35524872,0.13560077301963802
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r2_o4,16959768,0.17902240439201944
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r2_o8,8279328,0.2711040282140593
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r4_o1,18465058,0.12509139652826748
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r4_o2,17862860,0.1706670789081921
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r4_o4,8530132,0.25379832040515415
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r8_o1,13045973,0.1566079957048529
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r8_o2,9031868,0.24036661449095742
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r16_o1,13045845,0.18780388343982166
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r16_o2,9031800,0.2981383466532755
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r32_o1,13045832,0.28631059861387126
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf7/r8_o4,4315328,0.39217348779480166
