ImplementationDir,Latency,Cost
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r1_o1,61817207,0.06604908345264297
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r1_o2,30908791,0.07955582533780656
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r1_o4,15454584,0.10558473744755717
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r1_o8,7727481,0.1533050329080924
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r1_o16,3863928,0.24562358431096012
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r2_o1,33317131,0.07655935031447886
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r2_o2,16658699,0.09842535757277887
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r2_o4,8329483,0.14016581369176087
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r2_o8,4164875,0.218910800906041
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r4_o1,25690299,0.088776679950994
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r4_o2,12845243,0.12486384009658738
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r4_o4,6422716,0.19455558493778088
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r8_o1,11640951,0.10317468267196614
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r8_o2,5820535,0.15554440366547712
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r16_o1,42147972,0.20284974197063912
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r16_o2,21074052,0.3577556164568954
/home/ecelrc/students/drauch/research/scale-cnn/networks/vtr/layers/tdf5/r8_o4,2910328,0.25780127020250587
