ImplementationDir,Latency,Cost
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r1_o1,59408644,0.07498107962761147
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r1_o2,29704452,0.08989578658888389
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r1_o4,14852356,0.11708821256348342
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r1_o8,7426308,0.1681725947532249
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r1_o16,3713284,0.267072141376584
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r1_o32,1856772,0.48502408006923525
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r1_o64,1217005,0.9496592107043899
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r2_o1,30507188,0.08343338871437628
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r2_o2,15253684,0.10828703406913548
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r2_o4,7626932,0.15267725495224052
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r2_o8,3813556,0.2365542930102357
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r2_o16,1906868,0.4027744166292711
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r2_o32,1229470,0.6994327894950532
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r2_o64,1216941,1.3871135569587794
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r4_o1,16056438,0.09697926238149168
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r4_o2,8028278,0.14339463088801988
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r4_o4,4014198,0.2239155065139503
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r4_o8,2007158,0.38178911931676535
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r4_o16,1254528,0.6221551995854435
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r4_o32,1229438,1.04872610245671
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r8_o1,10838076,0.1039787094614327
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r8_o2,5419068,0.16838470325733132
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r8_o4,2709564,0.27722746205241083
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r8_o8,1354818,0.43034084271783807
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r8_o16,1254476,0.6966113167866886
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r16_o1,10838050,0.13763711705166284
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r16_o2,5419052,0.23829363171428367
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r16_o4,2709546,0.4091243384547443
/home/ecelrc/students/drauch/research/scale-cnn/networks/td_fused/layers/tdf4/r16_o8,1354810,0.7150009838593642
